"","Potency","MolWt","MolLogP","TPSA","RingCount","NumHeteroAtoms"
"554",10.691,313.744,3.32,68.02,3,6
"555",16.9441,356.765,3.6537,73.59,4,7
"556",21.3313,390.464,4.7746,52.49,5,6
"557",11.9955,316.368,3.77534,79.38,4,6
"558",26.8545,327.731,2.85248,96.74,3,8
"559",15.1014,297.354,2.739,47.56,3,4
"560",10.691,370.792,4.4462,80.57,3,7
"561",16.9441,395.484,3.7023,74.59,3,7
"562",15.1014,409.511,4.0908,74.59,3,7
"563",6.012,295.338,2.74112,46.61,3,4
"564",21.3313,411.483,3.40248,83.82,3,8
"565",4.7755,320.374,2.0002,79.13,3,8
"566",3.3808,341.194,3.5572,64.36,3,7
"567",10.691,285.368,3.5321,31.23,3,4
"568",11.9955,391.21,4.3071,73.59,4,8
"569",1.9012,274.345,3.21484,59.06,2,5
"570",9.5283,299.395,3.84052,31.23,3,4
"571",30.1313,420.252,3.8396,79.79,4,9
"572",21.3313,299.395,3.84052,31.23,3,4
"573",15.1014,334.853,4.7011,41.99,3,6
"574",16.9441,299.395,3.84052,31.23,3,4
"575",2.6855,314.435,4.35612,41.99,3,5
"576",19.0115,385.807,3.1862,79.79,4,8
"577",7.5686,250.685,2.7756,44.12,2,5
"578",19.0115,322.817,3.5048,51.22,3,6
"579",16.9441,328.393,4.18424,64.36,3,6
"580",3.0131,352.415,3.5124,60.45,4,6
"581",10.691,314.366,3.2787,60.33,3,6
"582",8.4921,310.382,3.18512,58.98,3,6
"583",16.9441,349.39,3.5492,72.36,3,6
"584",16.9441,339.439,3.65922,63.13,3,5
"585",10.691,282.387,4.29742000000001,35.83,2,3
"586",15.1014,248.307,2.72184,54.6,2,5
"587",15.1014,300.386,5.5978,28.68,5,3
"588",13.4591,237.306,2.97542,33.61,4,3
"589",4.2562,268.36,3.989,35.83,2,3
"590",9.5283,232.308,2.68612,34.89,2,4
"591",8.4921,284.271,3.3994,80.99,3,6
"592",13.4591,409.854,4.9159,72.39,5,8
"593",16.9441,297.354,2.70242,66.4,5,4
"594",21.3313,380.242,3.3918,73.22,2,7
"595",26.8545,266.252,2.8099,63.6,3,4
"596",15.1014,233.296,2.5536,54.88,2,5
"597",4.7755,333.413,1.9165,65.79,3,7
"598",16.9441,309.413,3.34472,35.58,3,4
"599",6.012,309.325,3.0652,84.6,3,6
"600",2.6855,451.276,5.8067,84.48,4,7
"601",3.7933,338.363,3.82292,73.59,3,6
"602",1.5101,254.285,3.2308,35.53,3,3
"603",10.691,257.289,2.3948,60.77,2,4
"604",2.6855,290.362,4.4639,26.3,3,2
"605",13.4591,365.867,3.5574,64.85,3,8
"606",1.5101,266.753,3.33952,34.89,2,5
"607",6.7456,319.455,3.25032,53.16,2,6
"608",5.3582,333.482,3.81132,53.16,2,6
"609",3.3808,319.455,3.25032,53.16,2,6
"610",1.3459,302.355,3.76704,64.36,3,6
"611",21.3313,266.3,3.31742,55.13,3,4
"612",1.1995,403.287,3.4067,75.71,2,9
"613",6.7456,233.292,1.88212,46.17,2,4
"614",10.691,240.233,3.5991,30.21,3,3
"615",19.0115,359.817,2.1892,88.49,4,8
"616",13.4591,283.327,3.5041,55.4,2,4
"617",13.4591,232.308,2.13612,34.36,2,4
"618",2.3934,244.25,2.06532,77.82,2,5
"619",0.151,273.291,3.3976,47.03,4,3
"620",16.9441,462.025,5.1013,72.7,4,10
"621",26.8545,266.391,2.52412,32.34,2,5
"622",1.6944,303.745,3.4781,66.4,2,5
"623",1.3459,268.341,3.0712,34.89,4,4
"624",9.5283,290.362,4.4639,26.3,3,2
"625",23.9341,260.249,2.02192,81.43,2,6
"626",15.1014,247.323,2.7996,54.88,2,5
"627",10.691,263.296,3.21342,46.17,3,3
"628",16.9441,202.213,2.0959,58.62,2,4
"629",23.9341,265.312,3.2141,31.23,3,3
"630",21.3313,302.33,2.96462,83.91,2,6
"631",2.6855,322.32,3.3401,83.11,3,6
"632",2.1331,320.388,4.4725,35.53,3,3
"633",8.4921,396.498,2.02242,125.91,2,11
"634",26.8545,291.351,3.1089,60.5,2,6
"635",23.9341,234.328,2.44712,53.6,2,5
"636",23.9341,419.484,3.61102,61.31,5,5
"637",3.0131,314.732,2.74,80.9,3,7
"638",19.0115,394.482,1.77642,125.91,3,11
"639",4.7755,250.344,3.6554,34.14,2,4
"640",3.3808,304.305,3.3932,82.52,4,5
"641",10.691,264.328,4.06614,48.91,3,3
"642",11.9955,273.315,2.58035,75.27,2,6
"643",10.691,280.287,2.0866,80.9,3,6
"644",2.1331,311.381,2.9564,66.4,5,4
"645",9.5283,235.327,4.1586,38.33,1,3
"646",15.1014,393.921,4.0886,64.85,3,8
"647",11.9955,450.34,4.57666,63.69,4,7
"648",8.4921,342.398,5.36394,55.13,4,4
"649",0.3381,308.41,4.34706,67.59,4,5
"650",9.5283,531.783,5.3879,100.1,4,11
"651",7.5686,262.334,3.11194,54.6,2,5
"652",19.0115,345.403,2.90854,89.59,3,8
"653",9.5283,345.354,4.2881,55.84,4,5
"654",19.0115,251.332,2.9704,37.38,2,5
"655",1.3459,236.314,4.19954,17.07,2,1
"656",0.9528,305.168,3.6327,56.73,3,6
"657",16.9441,273.357,3.6694,38.33,2,4
"658",5.3582,324.243,4.63372,29.1,2,4
"659",13.4591,271.349,2.54924,56.49,3,6
"660",23.9341,324.515,4.55848,52.89,2,5
"661",15.1014,248.307,0.66332,47.5,3,5
"662",0.9528,253.261,3.24212,60.96,3,5
"663",13.4591,224.267,3.00992,53.6,3,4
"664",1.3459,318.398,3.2072,85.33,3,6
"665",1.1995,294.383,4.03864,67.59,4,5
"666",0.3013,247.301,3.28222,30.71,4,3
"667",0.5358,267.719,3.6272,30.71,4,4
"668",15.1014,351.358,3.8022,77.77,3,6
"669",13.4591,349.506,3.89302,54.35,3,7
"670",19.0115,195.225,2.4205,30.71,3,3
"671",26.8545,343.814,3.012,52.65,3,6
"672",16.9441,266.3,3.31742,55.13,3,4
"673",5.3582,232.308,2.68612,34.89,2,4
"674",0.5358,252.317,3.58962,32.34,3,3
"675",0.151,260.314,3.09622,43.37,2,4
"676",5.3582,381.483,5.0663,47.67,5,5
"677",10.691,370.261,3.6334,62.39,2,8
"678",6.012,293.157,3.7011,80.72,3,6
"679",16.9441,328.755,4.1593,64.36,3,6
"680",23.9341,246.335,3.32066,41.99,2,4
"681",4.2562,229.283,2.72192,61.03,2,4
"682",6.7456,250.301,4.02044,38.92,3,3
"683",11.9955,260.337,2.8365,50.69,2,4
"684",6.012,477.469,4.0439,101.55,5,9
"685",9.5283,295.313,4.64642,42.24,3,4
"686",9.5283,315.731,4.9914,42.24,3,5
"687",10.691,256.257,2.6995,77.76,2,4
"688",3.3808,224.259,3.2883,37.3,2,2
"689",3.3808,267.284,2.8936,61.55,3,4
"690",26.8545,291.35,4.18502,42.24,3,3
"691",6.012,297.741,4.8523,42.24,3,4
"692",16.9441,331.293,5.2177,42.24,3,6
"693",9.5283,327.767,4.8609,51.47,3,5
"694",15.1014,242.23,3.0616,52.58,3,4
"695",15.1014,269.275,3.3428,42.09,3,4
"696",1.6944,265.312,3.51212,42.09,3,3
"697",13.4591,295.338,3.52072,51.32,3,4
"698",2.6855,287.702,3.4012,76.46,3,5
"699",26.8545,288.686,3.5246,70.67,3,5
"700",19.0115,361.319,5.2263,51.47,3,7
"701",4.2562,270.259,3.4505,35.53,3,4
"702",11.9955,351.583,4.5815,50.44,3,5
"703",0.6746,296.278,3.1973,57.9,4,5
"704",1.5101,253.301,3.2133,30.82,3,3
"705",26.8545,268.272,3.1129,64.73,3,5
"706",2.1331,239.318,3.6412,21.59,3,2
"707",7.5686,269.3,2.768,55.4,2,4
"708",6.7456,287.702,3.4012,76.46,3,5
"709",0.5358,269.731,4.15692,32.86,3,3
"710",13.4591,253.276,3.64262,32.86,3,3
"711",0.6746,249.313,3.81194,32.86,3,2
"712",1.5101,265.312,3.51212,42.09,3,3
"713",19.0115,235.286,3.50352,32.86,3,2
"714",26.8545,253.276,3.64262,32.86,3,3
"715",0.2685,254.285,3.2969,46.53,2,3
"716",3.3808,281.311,3.2123,51.32,3,4
"717",9.5283,296.12,3.303,51.47,2,5
"718",7.5686,284.311,3.3055,55.76,2,4
"719",16.9441,256.301,3.48222,46.53,2,3
"720",6.7456,316.198,3.8372,21.59,3,3
"721",1.3459,321.13,3.7677,61.29,3,6
"722",13.4591,274.341,3.79262,35.53,3,4
"723",19.0115,324.405,3.9948,51.22,3,5
"724",6.7456,324.405,3.9948,51.22,3,5
"725",11.9955,358.707,3.6228,89.6,2,10
"726",16.9441,347.418,4.4198,59.23,4,5
"727",4.2562,443.931,3.6681,71.11,4,8
"728",21.3313,318.76,3.3185,67.43,2,6
"729",9.5283,235.283,2.9138,29.1,2,4
"730",15.1014,268.725,3.5452,51.22,2,6
"731",15.1014,407.495,4.4224,76.3,4,7
"732",2.1331,308.36,3.0955,32.26,4,5
"733",1.6944,257.72,4.16162,21.59,3,3
"734",2.3934,306.115,3.51892,56.24,3,5
"735",16.9441,375.385,2.214,116.94,4,10
"736",16.9441,388.508,3.7535,76.66,3,6
"737",19.0115,287.702,3.0678,46.61,3,5
"738",23.9341,354.431,4.0034,60.45,3,6
"739",21.3313,379.445,3.833,78.86,4,8
"740",10.691,218.212,1.83162,65.22,2,5
"741",9.5283,328.393,3.2524,66.48,3,6
"742",6.7456,308.79,3.99434,51.55,2,6
"743",2.6855,288.372,3.64936,51.55,2,5
"744",11.9955,272.329,3.93032,52.06,3,5
"745",0.8492,239.274,3.2084,30.82,3,3
"746",10.691,242.257,2.42602,56.21,3,5
"747",0.7569,272.307,3.66342,42.85,4,3
"748",0.4775,258.28,3.355,42.85,4,3
"749",4.7755,300.749,2.8627,58.12,3,6
"750",1.9012,285.73,3.7545,38.33,3,4
"751",1.0691,258.712,3.06154,43.08,3,5
"752",0.2685,329.201,3.4326,43.08,4,5
"753",0.5358,280.331,2.6787,52.31,4,5
"754",23.9341,296.326,2.71132,53.35,3,5
"755",6.7456,298.411,4.3152,34.89,3,4
"756",2.1331,379.46,4.51812,57.82,3,6
"757",8.4921,348.836,4.6074,48.03,4,7
"758",9.5283,293.322,3.4597,50.52,3,4
"759",16.9441,324.815,3.6098,32.26,4,5
"760",3.3808,290.37,2.9564,32.26,4,4
"761",19.0115,304.188,2.8749,27.63,1,6
"762",8.4921,314.816,4.2054,32.34,3,4
"763",19.0115,308.429,4.71804,50.17,2,4
"764",10.691,307.353,3.63222,56.15,3,5
"765",6.012,240.258,2.8186,35.53,3,3
"766",4.7755,268.268,2.7353,52.6,3,4
"767",10.691,283.283,2.5282,64.63,3,5
"768",21.3313,330.339,4.0292,52.6,4,4
"769",23.9341,313.22,-1.1818,36.74,2,5
"770",10.691,286.722,2.4721,67.24,2,6
"771",0.12,269.329,2.86221,39.3,3,5
"772",23.9341,298.346,2.25604,76.47,2,6
"773",0.4775,269.329,2.86221,39.3,3,5
"774",13.4591,274.32,3.9376,71.25,2,5
"775",5.3582,252.269,2.858,43.37,3,3
"776",15.1014,339.464,4.6021,44.7,3,5
"777",0.006,391.387,2.58718,123.82,4,9
"778",11.9955,374.359,3.0637,87.66,2,9
"779",0.1346,269.329,2.86221,39.3,3,5
"780",1.5101,259.29,2.45521,52.44,3,6
"781",0.3793,253.301,3.51682,30.82,3,3
"782",16.9441,285.225,3.0498,56.15,2,8
"783",2.1331,296.345,4.47318,40.17,3,4
"784",4.7755,241.29,2.4954,38.33,2,3
"785",7.5686,258.302,3.3771,48.15,3,5
"786",9.5283,255.346,3.61264,30.71,3,4
"787",3.0131,209.248,3.1998,21.59,3,2
"788",5.3582,310.372,4.86328,40.17,3,4
"789",23.9341,292.791,4.7059,41.13,2,5
"790",13.4591,296.33,3.2004,72.95,3,6
"791",7.5686,319.364,4.2392,52.22,4,5
"792",16.9441,325.414,5.0175,43.1,4,5
"793",6.7456,247.319,2.7833,38.33,2,4
"794",13.4591,217.293,2.7747,29.1,2,3
"795",2.3934,262.334,2.8915,46.34,3,5
"796",10.691,245.734,4.6167,12.89,3,3
"797",3.3808,257.358,4.25831,26.03,3,3
"798",9.5283,369.081,5.4883,12.89,3,4
"799",3.3808,301.143,3.1482,34.89,3,4
"800",5.3582,256.692,3.0391,34.89,3,4
"801",16.9441,240.331,4.0331,35.82,2,3
"802",1.3459,287.413,4.1279,48.71,2,5
"803",2.1331,270.719,3.52712,34.37,3,4
"804",1.3459,272.307,3.66342,42.85,4,3
"805",11.9955,377.465,5.1215,47.89,4,5
"806",23.9341,315.394,4.0931,47.89,3,5
"807",15.1014,353.403,2.86244,81.06,3,7
"808",5.3582,373.821,3.20742,81.06,3,8
"809",19.0115,359.813,3.4228,54.04,4,7
"810",2.1331,348.427,3.8649,72.19,4,5
"811",10.691,222.269,2.60524,55.13,2,5
"812",23.9341,344.319,3.35662,88.11,3,7
"813",10.691,319.433,5.00752,29.85,4,4
"814",15.1014,265.316,3.374,46.92,3,4
"815",4.7755,269.325,3.27492,46.17,3,4
"816",1.6944,272.373,3.1364,35.01,3,4
"817",19.0115,422.076,5.4626,44.1,4,6
"818",0.6012,296.761,4.03762,50.17,3,5
"819",19.0115,324.387,1.6223,99.36,3,9
"820",10.691,278.789,4.587,25.78,3,5
"821",1.5101,328.803,4.0585,59.81,3,6
"822",13.4591,221.256,1.28792,55.4,1,4
"823",10.691,269.373,3.51722,43.32,3,4
"824",1.6944,288.397,3.78784,55.98,3,5
"825",15.1014,334.404,3.4604,76.86,4,6
"826",16.9441,380.473,4.10372,76.88,4,7
"827",11.9955,195.225,2.6249,41.57,3,3
"828",0.4775,299.355,3.9489,63.25,3,6
"829",2.3934,269.325,3.4052,43.1,4,4
"830",1.9012,254.264,3.85112,38.92,3,4
"831",15.1014,299.717,2.6002,63.47,3,6
"832",10.691,287.334,3.0745,46.17,3,4
"833",21.3313,347.237,3.9992,53.75,2,5
"834",9.5283,276.292,1.90744,76.99,2,6
"835",11.9955,372.768,3.7222,113.26,3,9
"836",10.691,320.175,4.4079,38.33,3,5
"837",0.6746,377.506,4.64284,29.54,2,6
"838",8.4921,373.543,4.81216,29.54,2,5
"839",19.0115,282.343,3.3583,36.28,3,4
"840",4.7755,310.313,2.32714,77.75,4,7
"841",8.4921,263.362,3.0131,30.49,3,4
"842",19.0115,488.013,3.92332,81.51,4,10
"843",9.5283,393.961,5.15714,29.54,2,6
"844",4.7755,318.423,4.6324,43.38,3,6
"845",1.9012,317.417,4.7219,30.71,4,4
"846",0.5358,330.409,3.0464,60.45,4,6
"847",10.691,331.444,5.03032,30.71,4,4
"848",2.3934,376.821,2.6777,76.04,4,8
"849",0.006,216.281,1.1933,78.43,0,5
"850",23.9341,330.185,2.9452,60.91,3,5
"851",11.9955,288.394,4.9435,17.82,4,2
"852",7.5686,282.368,3.8009,35.01,3,4
"853",23.9341,363.895,4.6549,47.78,3,7
"854",3.3808,336.343,3.44954,73.58,3,5
"855",1.3459,281.406,2.9534,37.39,2,6
"856",0.6012,280.375,3.58442,56.21,3,4
"857",2.3934,280.279,3.4725,56.51,3,4
"858",3.7933,285.347,4.53206,66.81,2,5
"859",16.9441,269.392,4.02102,43.84,3,3
"860",11.9955,277.327,3.62362,46.92,3,4
"861",3.3808,260.268,3.4783,50.36,2,5
"862",9.5283,270.328,4.0378,35.53,2,3
"863",15.1014,206.27,2.4009,48.14,2,4
"864",9.5283,273.288,2.6617,67.79,2,5
"865",23.9341,358.781,3.1395,67.87,3,7
"866",6.7456,364.401,3.02232,75.71,4,6
"867",3.0131,297.354,3.27124,55.4,2,4
"868",15.1014,344.404,1.6268,116.66,3,10
"869",7.5686,368.349,2.1046,115.58,3,9
"870",11.9955,209.245,2.6521,47.56,1,4
"871",21.3313,464.591,4.00572,78.67,4,8
"872",16.9441,202.217,1.82402,63.31,2,5
"873",11.9955,309.329,2.1104,95.06,3,7
"874",2.6855,267.115,3.5435,34.89,2,5
"875",15.1014,290.326,3.26152,52.31,4,5
"876",19.0115,428.478,2.0472,164.05,3,12
"877",10.691,334.397,2.7091,84.5,2,7
"878",0.12,339.402,4.44622,63.06,4,5
"879",0.0675,343.39,3.4396,72.7,4,6
"880",26.8545,415.449,3.43302,82.45,4,7
"881",15.1014,244.254,1.6301,76.19,3,6
"882",0.6746,259.29,2.45521,52.44,3,6
"883",21.3313,279.343,3.43852,53.07,3,4
"884",16.9441,278.308,2.0564,60.03,3,6
"885",11.9955,318.369,3.30424,65.74,2,5
"886",15.1014,282.126,3.7454,39.19,2,5
"887",11.9955,270.719,3.9808,38.92,3,4
"888",10.691,271.272,3.6463,73.35,2,5
"889",2.3934,308.381,3.87264,55.02,2,4
"890",2.6855,282.734,3.7292,50.17,3,5
"891",5.3582,284.384,3.9251,34.89,3,4
"892",6.7456,309.119,2.5194,77.82,2,6
"893",6.012,283.327,3.0291,47.56,3,4
"894",15.1014,271.32,2.3863,55.32,2,5
"895",0.2393,284.75,3.3235,43.08,4,5
"896",15.1014,355.419,3.37332,76.24,4,7
"897",4.7755,281.105,3.56972,39.44,2,4
"898",4.7755,268.316,3.84162,58.2,2,4
"899",4.7755,249.672,3.74,26.07,2,4
"900",23.9341,301.298,2.4109,84.86,2,6
"901",2.3934,331.213,4.2679,27.05,3,4
"902",8.4921,309.369,2.89128,63.13,3,5
"903",26.8545,316.382,3.0228,68.29,3,6
"904",21.3313,376.441,4.5185,79.63,4,7
"905",21.3313,324.13,3.30102,79.54,2,6
"906",19.0115,327.134,2.0531,76.99,2,7
"907",19.0115,302.399,2.5989,41.57,3,5
"908",23.9341,215.227,3.078,29.1,2,3
"909",16.9441,252.402,3.7312,41.13,2,3
"910",2.1331,307.419,2.6342,71.03,2,6
"911",13.4591,315.398,3.40782,57.13,4,6
"912",0.0757,309.321,3.5717,68.12,3,5
"913",10.691,403.685,3.6009,73.91,2,8
"914",13.4591,323.392,3.5761,55.4,3,4
"915",11.9955,311.41,3.10242,36.86,3,5
"916",3.0131,259.349,3.3155,38.33,2,3
"917",15.1014,250.323,3.06698,62.12,2,5
"918",16.9441,242.347,3.48604,24.92,2,3
"919",1.9012,244.25,2.06532,77.82,2,5
"920",9.5283,318.336,3.57422,72.95,4,6
"921",0.3013,250.305,2.6701,43.08,4,4
"922",15.1014,312.394,3.5016,44.12,3,5
"923",2.6855,292.294,4.1584,61.29,4,5
"924",23.9341,310.103,3.0231,60.7,3,6
"925",13.4591,280.327,3.64442,48.15,3,4
"926",1.3459,285.299,3.2648,68.54,2,5
"927",9.5283,324.38,2.71972,58.64,3,5
"928",0.8492,341.252,4.7412,17.82,4,3
"929",19.0115,280.371,4.20392,27.05,3,3
"930",15.1014,250.729,3.9786,38.92,2,4
"931",16.9441,375.453,4.7133,60.92,4,6
"932",10.691,453.52,4.5885,83.84,4,9
"933",2.6855,443.532,5.1774,98.97,5,8
"934",0.8492,313.382,4.339,63.25,3,6
"935",8.4921,368.389,2.58,84.94,3,7
"936",0.0757,328.803,4.0585,59.81,3,6
"937",6.7456,359.473,3.9828,28.6,4,4
"938",26.8545,281.142,4.6374,41.13,2,5
"939",26.8545,348.449,3.6369,68.29,3,7
"940",1.3459,325.408,3.9519,55.4,2,4
"941",10.691,214.293,2.8692,24.92,2,3
"942",10.691,321.785,4.0863,51.47,3,6
"943",10.691,341.411,3.8691,79.46,2,6
"944",7.5686,287.344,2.50942,67.16,2,6
"945",9.5283,282.368,4.33732,38.92,3,4
"946",13.4591,292.36,3.02944,60.45,2,6
"947",21.3313,263.724,3.21392,42.24,2,4
"948",6.7456,294.401,3.03162,72.19,2,6
"949",11.9955,228.251,2.63492,55.13,2,4
"950",15.1014,275.764,3.9036,41.57,3,5
"951",4.7755,339.222,3.5859,49.41,3,6
"952",0.1346,280.327,2.90242,72.19,2,4
"953",11.9955,297.745,3.4741,54.88,3,5
"954",23.9341,278.355,4.22032,38.92,3,3
"955",2.6855,243.287,3.22492,43.1,3,4
"956",9.5283,256.692,3.2187,34.37,3,4
"957",11.9955,343.408,3.4077,70.67,3,7
"958",6.012,342.742,4.1577,81.84,4,8
"959",2.6855,255.346,3.55862,41.57,3,4
"960",13.4591,276.365,2.9551,58.12,3,6
"961",0.7569,328.437,4.3302,42.43,3,5
"962",6.7456,309.119,2.5194,77.82,2,6
"963",6.7456,266.753,3.3011,35.01,2,5
"964",8.4921,319.415,2.34748,94.46,3,8
"965",21.3313,278.402,2.6885,34.89,4,5
"966",23.9341,266.304,2.2093,58.12,3,5
"967",11.9955,266.344,3.58522,32.34,3,3
"968",23.9341,408.41,2.5005,102.01,4,8
"969",10.691,367.449,3.40112,76.46,3,6
"970",15.1014,236.296,2.5413,55.13,2,5
"971",23.9341,262.7,2.17772,70.14,2,6
"972",10.691,270.332,3.1741,34.06,2,4
"973",15.1014,355.575,4.3245,61.29,3,7
"974",2.6855,416.506,5.02092,79.1,4,7
"975",23.9341,258.321,3.29352,62.55,2,4
"976",15.1014,284.359,3.7622,51.22,3,4
"977",13.4591,285.299,2.1766,75.63,2,5
"978",19.0115,315.285,2.0807,117.05,2,8
"979",11.9955,375.384,4.80862,100.35,3,7
"980",23.9341,346.408,2.6596,83.14,2,7
"981",15.1014,367.316,4.277,49.31,3,6
"982",10.691,403.394,3.2418,106.02,7,8
"983",4.7755,479.945,4.4174,90.29,4,9
"984",0.12,304.327,3.4734,81.47,2,7
"985",11.9955,288.734,4.1866,58.2,2,5
"986",15.1014,290.457,4.3581,24.06,2,4
"987",23.9341,435.578,5.12772,72.7,4,8
"988",21.3313,229.279,3.0229,49.66,2,3
"989",11.9955,268.32,2.24744,67.24,2,5
"990",10.691,229.67,3.0497,30.19,3,4
"991",0.2685,258.302,3.45002,55.13,3,5
"992",6.7456,266.3,3.69694,55.13,3,4
"993",13.4591,350.212,3.26732,58.56,2,5
"994",2.1331,311.41,3.02602,60.91,4,5
"995",0.7569,251.329,4.11194,29.1,2,2
"996",19.0115,297.851,3.8317,20.31,2,4
"997",13.4591,320.392,4.57332,45.48,3,4
"998",21.3313,397.452,2.6225,84.66,4,7
"999",5.3582,383.411,4.94282,100.54,4,7
"1000",1.1995,283.352,3.7953,43.1,4,4
"1001",15.1014,329.446,4.67,39.19,3,5
"1002",23.9341,375.925,3.7071,36.44,3,6
"1003",1.0691,274.772,4.8287,17.07,2,3
"1004",11.9955,444.533,5.4278,74.6,5,6
"1005",0.151,279.295,3.5631,58.89,3,4
"1006",13.4591,379.485,4.0592,63.99,3,6
"1007",6.7456,329.758,4.5646,38.66,3,5
"1008",6.7456,396.255,4.4887,85.09,3,9
"1009",0.8492,241.315,3.9719,22.12,3,3
"1010",3.0131,333.185,3.23482,64.68,2,5
"1011",7.5686,286.312,2.9191,61.31,3,6
"1012",8.4921,281.359,3.1008,31.98,3,4
"1013",16.9441,334.347,1.6842,60.36,4,7
"1014",11.9955,368.776,3.7062,78.38,3,7
"1015",5.3582,332.425,2.0549,66.48,2,6
"1016",6.7456,269.369,3.368,20.31,3,3
"1017",23.9341,313.188,3.35702,58.95,2,7
"1018",2.3934,288.322,4.17682,50.36,2,5
"1019",26.8545,282.346,1.595,62.13,2,7
"1020",11.9955,269.366,3.21782,55.4,1,5
"1021",0.6012,342.42,3.30652,52.82,3,6
"1022",0.0067,242.278,2.7987,48.03,3,4
"1023",0.3381,306.321,3.3981,75.36,4,5
"1024",6.012,260.362,4.1155,41.99,2,4
"1025",2.3934,254.358,4.34152,35.82,2,3
"1026",21.3313,238.315,3.781,25.78,3,3
"1027",6.7456,252.342,4.08942,25.78,3,3
"1028",15.1014,430.468,2.62722,117.6,3,9
"1029",13.4591,269.256,2.65624,80.4,3,5
"1030",4.2562,241.265,3.64732,21.59,3,3
"1031",0.1901,254.354,4.26902,17.07,3,2
"1032",16.9441,288.73,3.80972,54.37,2,4
"1033",10.691,287.702,3.9161,51.8,3,5
"1034",10.691,445.342,4.74128,83.85,4,8
"1035",8.4921,356.466,3.5437,45.92,3,5
"1036",7.5686,312.394,4.208,52.08,3,5
"1037",26.8545,395.234,3.75572,81.43,3,8
"1038",5.3582,306.343,2.44002,69.68,3,7
"1039",16.9441,380.227,4.0099,66.84,3,7
"1040",11.9955,435.524,4.078,78.95,4,7
"1041",15.1014,433.508,4.4023,80.76,4,7
"1042",6.7456,354.406,2.9398,67.87,3,6
"1043",10.691,335.407,4.861,30.71,4,5
"1044",4.2562,331.4,4.3621,47.78,4,5
"1045",15.1014,348.446,4.92818000000001,53.33,2,4
"1046",1.9012,320.175,4.4079,38.33,3,5
"1047",5.3582,289.791,4.26604,30.71,3,5
"1048",5.3582,343.235,4.64774,51.55,2,7
"1049",23.9341,325.795,4.73392,38.66,3,4
"1050",23.9341,355.419,3.6017,78.51,3,7
"1051",2.3934,284.34,3.96382,55.13,3,5
"1052",16.9441,389.542,4.51234,38.77,2,6
"1053",0.0151,257.19,2.8837,51.8,2,7
"1054",10.691,318.376,4.2549,55.13,4,4
"1055",0.6746,256.305,2.978,55.13,3,4
"1056",0.006,442.606,3.7752,75.27,3,7
"1057",19.0115,407.929,4.874,71.95,4,9
"1058",23.9341,324.409,3.4041,71.53,3,6
"1059",9.5283,455.301,5.8307,90.14,4,9
"1060",0.151,450.627,4.3878,48.05,4,6
"1061",13.4591,264.306,2.6195,60.45,3,6
"1062",5.3582,323.421,3.48602,54.88,3,5
"1063",11.9955,217.293,3.30882,29.1,2,3
"1064",0.5358,249.269,3.5545,49.66,3,3
"1065",0.1901,274.341,3.3502,43.37,2,4
"1066",21.3313,320.377,4.4885,66.91,4,6
"1067",10.691,378.388,3.6537,113.42,4,8
"1068",19.0115,229.283,2.3468,46.06,2,4
"1069",1.0691,339.435,4.342,55.4,2,4
"1070",11.9955,270.328,3.684,35.53,2,3
"1071",11.9955,329.352,3.1673,73.86,2,6
"1072",9.5283,345.439,3.25844,72.47,2,5
"1073",13.4591,415.486,3.676,96.3,3,7
"1074",11.9955,248.326,2.2917,55.56,2,4
"1075",10.691,273.357,3.65812,46.17,2,4
"1076",10.691,384.432,3.66794,101.65,3,7
"1077",9.5283,336.391,2.8764,66.48,3,5
"1078",0.006,280.283,2.2987,72.19,3,5
"1079",0.3793,269.3,3.2093,58.56,2,4
"1080",7.5686,285.347,4.53206,66.81,2,5
"1081",6.012,269.373,3.51722,43.32,3,4
"1082",15.1014,271.385,4.27764,29.1,2,3
"1083",13.4591,430.27,4.63,66.28,4,9
"1084",19.0115,361.357,4.2575,90.39,4,7
"1085",0.8492,309.724,2.9889,58.56,2,6
"1086",2.1331,231.226,3.2272,42.24,2,4
"1087",10.691,281.399,4.1726,29.1,2,2
"1088",13.4591,374.44,4.1611,53.35,4,5
"1089",2.6855,258.277,2.4242,64.36,3,5
"1090",10.691,429.27,3.4764,75.71,4,7
"1091",6.7456,446.454,4.8119,72.27,4,10
"1092",15.1014,402.277,5.6641,43.96,4,6
"1093",6.7456,260.293,2.69712,64.35,2,5
"1094",21.3313,279.299,2.25522,63.47,3,5
"1095",9.5283,253.305,2.9852,54.88,3,4
"1096",16.9441,338.407,3.6188,67.43,3,5
"1097",10.691,292.791,4.7059,41.13,2,5
"1098",0.2133,269.3,3.2093,58.56,2,4
"1099",11.9955,247.685,3.379,54.02,2,5
"1100",10.691,251.241,2.8292,60.21,2,4
"1101",16.9441,288.734,4.1866,58.2,2,5
"1102",0.0757,339.402,4.44622,63.06,4,5
"1103",9.5283,324.424,3.1944,32.78,3,4
"1104",8.4921,346.213,5.81412,42.24,3,5
"1105",2.6855,376.821,2.6777,76.04,4,8
"1106",21.3313,354.789,3.8214,60.44,3,5
"1107",19.0115,282.368,3.78592,41.99,3,4
"1108",10.691,248.673,2.2816,70.4,2,6
"1109",13.4591,266.094,3.2944,42.24,2,4
"1110",21.3313,303.358,2.12,55.84,2,5
